
NOD   DISTANTA DE LA SURSA
0	84
1	112
2	47
3	102
4	68
5	96
6	124
7	82
8	105
9	87
10	93
11	109
12	104
13	89
14	87
15	101
16	117
17	143
18	119
19	98
20	115
21	83
22	88
23	89
24	109
25	105
26	76
27	112
28	104
29	85
30	118
31	74
32	82
33	97
34	74
35	89
36	110
37	104
38	90
39	94
40	117
41	79
42	90
43	93
44	84
45	82
46	103
47	98
48	118
49	116
50	94
51	125
52	107
53	27
54	118
55	95
56	86
57	90
58	121
59	108
60	68
61	120
62	103
63	123
64	111
65	108
66	110
67	96
68	106
69	63
70	113
71	82
72	106
73	75
74	123
75	112
76	96
77	107
78	79
79	102
80	83
81	61
82	73
83	110
84	111
85	110
86	101
87	107
88	75
89	111
90	80
91	114
92	79
93	67
94	97
95	113
96	111
97	107
98	97
99	89
100	103
101	88
102	99
103	57
104	52
105	82
106	89
107	106
108	77
109	83
110	94
111	107
112	92
113	56
114	73
115	106
116	153
117	48
118	136
119	113
120	85
121	94
122	101
123	66
124	89
125	112
126	66
127	108
128	111
129	110
130	83
131	122
132	67
133	57
134	89
135	100
136	87
137	88
138	73
139	87
140	78
141	84
142	72
143	60
144	103
145	109
146	125
147	123
148	91
149	106
150	103
151	86
152	127
153	69
154	87
155	107
156	128
157	78
158	89
159	85
160	106
161	100
162	70
163	113
164	106
165	76
166	98
167	101
168	61
169	74
170	87
171	109
172	114
173	109
174	99
175	80
176	131
177	88
178	91
179	118
180	102
181	115
182	120
183	91
184	78
185	121
186	98
187	96
188	92
189	117
190	136
191	119
192	43
193	106
194	115
195	122
196	110
197	108
198	100
199	151
200	92
201	106
202	82
203	56
204	96
205	104
206	135
207	128
208	100
209	98
210	99
211	109
212	106
213	76
214	115
215	136
216	87
217	33
218	119
219	113
220	125
221	108
222	68
223	103
224	102
225	98
226	139
227	115
228	93
229	95
230	64
231	106
232	120
233	83
234	136
235	102
236	81
237	97
238	125
239	125
240	107
241	98
242	99
243	112
244	114
245	89
246	132
247	34
248	97
249	101
250	132
251	80
252	112
253	92
254	76
255	95
256	72
257	78
258	96
259	81
260	96
261	85
262	79
263	109
264	90
265	109
266	81
267	91
268	105
269	108
270	100
271	83
272	110
273	110
274	88
275	100
276	98
277	103
278	95
279	82
280	65
281	97
282	86
283	76
284	121
285	123
286	103
287	92
288	119
289	92
290	113
291	119
292	94
293	128
294	94
295	120
296	129
297	99
298	92
299	74
300	74
301	102
302	105
303	118
304	101
305	100
306	76
307	121
308	100
309	90
310	100
311	89
312	103
313	103
314	87
315	131
316	118
317	120
318	103
319	126
320	79
321	107
322	120
323	96
324	75
325	66
326	102
327	103
328	107
329	112
330	58
331	114
332	97
333	75
334	74
335	164
336	97
337	95
338	112
339	109
340	106
341	103
342	90
343	141
344	117
345	93
346	87
347	81
348	75
349	128
350	74
351	151
352	70
353	91
354	83
355	77
356	73
357	95
358	76
359	78
360	138
361	69
362	105
363	136
364	76
365	79
366	108
367	103
368	102
369	117
370	121
371	71
372	95
373	110
374	102
375	142
376	110
377	95
378	97
379	108
380	108
381	112
382	97
383	98
384	152
385	102
386	81
387	86
388	90
389	97
390	97
391	112
392	100
393	115
394	95
395	79
396	96
397	110
398	96
399	95
400	90
401	99
402	94
403	99
404	96
405	68
406	74
407	149
408	117
409	97
410	89
411	81
412	105
413	114
414	115
415	108
416	95
417	75
418	97
419	79
420	82
421	100
422	81
423	68
424	113
425	102
426	49
427	82
428	56
429	80
430	99
431	110
432	113
433	96
434	128
435	94
436	101
437	77
438	62
439	93
440	96
441	113
442	76
443	101
444	95
445	74
446	101
447	102
448	88
449	103
450	105
451	87
452	121
453	107
454	116
455	142
456	110
457	111
458	101
459	95
460	113
461	90
462	128
463	98
464	105
465	86
466	109
467	126
468	88
469	82
470	79
471	93
472	127
473	98
474	118
475	86
476	108
477	120
478	97
479	99
480	95
481	101
482	89
483	90
484	100
485	83
486	103
487	80
488	84
489	77
490	109
491	92
492	110
493	127
494	100
495	87
496	85
497	93
498	78
499	76
500	108
501	91
502	54
503	105
504	84
505	136
506	96
507	88
508	86
509	94
510	92
511	132
512	95
513	83
514	82
515	87
516	67
517	112
518	70
519	86
520	77
521	100
522	98
523	95
524	111
525	88
526	103
527	103
528	102
529	94
530	106
531	109
532	57
533	96
534	94
535	90
536	120
537	107
538	113
539	85
540	82
541	93
542	76
543	98
544	101
545	62
546	104
547	103
548	102
549	43
550	101
551	93
552	103
553	93
554	107
555	123
556	99
557	115
558	85
559	86
560	62
561	113
562	93
563	109
564	78
565	115
566	101
567	97
568	104
569	110
570	107
571	120
572	96
573	104
574	93
575	139
576	108
577	103
578	110
579	107
580	95
581	101
582	103
583	122
584	77
585	106
586	88
587	93
588	77
589	106
590	102
591	52
592	117
593	96
594	117
595	119
596	106
597	101
598	99
599	83
600	89
601	121
602	73
603	97
604	126
605	94
606	39
607	94
608	87
609	77
610	79
611	81
612	90
613	83
614	92
615	113
616	80
617	84
618	135
619	99
620	92
621	80
622	129
623	79
624	107
625	113
626	124
627	131
628	107
629	85
630	135
631	99
632	132
633	98
634	127
635	102
636	115
637	76
638	97
639	92
640	104
641	91
642	112
643	103
644	131
645	102
646	76
647	99
648	78
649	90
650	88
651	116
652	74
653	94
654	83
655	106
656	71
657	104
658	88
659	102
660	126
661	91
662	106
663	98
664	100
665	128
666	129
667	114
668	100
669	126
670	104
671	93
672	97
673	96
674	86
675	91
676	56
677	134
678	79
679	100
680	80
681	88
682	104
683	107
684	129
685	61
686	59
687	57
688	68
689	95
690	92
691	99
692	91
693	116
694	103
695	86
696	109
697	92
698	72
699	128
700	95
701	115
702	96
703	92
704	115
705	73
706	102
707	90
708	112
709	93
710	108
711	109
712	106
713	85
714	124
715	91
716	74
717	83
718	126
719	137
720	100
721	106
722	103
723	83
724	97
725	108
726	87
727	76
728	115
729	134
730	108
731	109
732	110
733	65
734	85
735	97
736	135
737	90
738	124
739	101
740	87
741	84
742	84
743	114
744	88
745	94
746	82
747	94
748	97
749	106
750	101
751	120
752	89
753	100
754	66
755	88
756	107
757	100
758	77
759	106
760	117
761	88
762	92
763	89
764	104
765	109
766	76
767	93
768	110
769	101
770	62
771	114
772	108
773	137
774	126
775	84
776	81
777	123
778	86
779	100
780	114
781	88
782	77
783	111
784	99
785	99
786	121
787	58
788	94
789	148
790	101
791	115
792	106
793	99
794	89
795	102
796	101
797	107
798	98
799	114
800	86
801	64
802	71
803	137
804	124
805	105
806	118
807	116
808	108
809	88
810	94
811	77
812	95
813	86
814	109
815	104
816	113
817	97
818	76
819	83
820	103
821	90
822	89
823	109
824	92
825	99
826	116
827	64
828	91
829	87
830	67
831	66
832	139
833	75
834	105
835	96
836	119
837	103
838	103
839	101
840	107
841	100
842	103
843	64
844	93
845	90
846	68
847	133
848	90
849	124
850	80
851	43
852	113
853	88
854	85
855	82
856	77
857	110
858	89
859	86
860	99
861	128
862	57
863	97
864	115
865	93
866	93
867	131
868	100
869	110
870	113
871	111
872	67
873	80
874	83
875	103
876	114
877	94
878	112
879	91
880	112
881	96
882	112
883	101
884	96
885	76
886	76
887	93
888	100
889	117
890	89
891	89
892	113
893	84
894	119
895	99
896	97
897	103
898	109
899	115
900	110
901	112
902	86
903	106
904	97
905	99
906	96
907	104
908	86
909	126
910	45
911	95
912	92
913	106
914	93
915	107
916	93
917	94
918	102
919	122
920	85
921	90
922	92
923	115
924	76
925	113
926	102
927	96
928	92
929	78
930	87
931	94
932	75
933	103
934	107
935	92
936	80
937	103
938	84
939	112
940	112
941	117
942	91
943	106
944	89
945	97
946	115
947	140
948	96
949	64
950	115
951	112
952	103
953	81
954	108
955	100
956	105
957	88
958	94
959	99
960	109
961	71
962	49
963	96
964	95
965	81
966	89
967	66
968	124
969	117
970	98
971	94
972	98
973	74
974	76
975	91
976	115
977	103
978	158
979	74
980	73
981	134
982	77
983	94
984	82
985	93
986	87
987	104
988	85
989	107
990	104
991	102
992	106
993	67
994	76
995	92
996	66
997	113
998	104
999	92
1000	111
1001	98
1002	95
1003	61
1004	86
1005	77
1006	125
1007	87
1008	105
1009	101
1010	77
1011	97
1012	121
1013	95
1014	115
1015	95
1016	104
1017	126
1018	113
1019	112
1020	112
1021	89
1022	88
1023	100
1024	108
1025	88
1026	56
1027	84
1028	94
1029	108
1030	111
1031	97
1032	117
1033	104
1034	88
1035	86
1036	110
1037	134
1038	104
1039	87
1040	87
1041	77
1042	89
1043	85
1044	98
1045	95
1046	140
1047	75
1048	100
1049	85
1050	99
1051	67
1052	71
1053	83
1054	101
1055	95
1056	85
1057	91
1058	90
1059	80
1060	101
1061	110
1062	103
1063	87
1064	89
1065	76
1066	78
1067	93
1068	91
1069	91
1070	63
1071	71
1072	131
1073	84
1074	77
1075	95
1076	73
1077	110
1078	98
1079	67
1080	79
1081	50
1082	93
1083	80
1084	133
1085	123
1086	116
1087	93
1088	79
1089	128
1090	86
1091	71
1092	86
1093	121
1094	95
1095	75
1096	80
1097	98
1098	96
1099	95
1100	95
1101	89
1102	91
1103	98
1104	100
1105	88
1106	106
1107	95
1108	62
1109	93
1110	116
1111	99
1112	96
1113	87
1114	84
1115	100
1116	88
1117	98
1118	112
1119	86
1120	87
1121	110
1122	78
1123	93
1124	99
1125	86
1126	81
1127	73
1128	83
1129	85
1130	84
1131	117
1132	98
1133	44
1134	76
1135	79
1136	75
1137	99
1138	105
1139	113
1140	90
1141	87
1142	114
1143	88
1144	117
1145	100
1146	105
1147	101
1148	105
1149	84
1150	101
1151	18
1152	98
1153	89
1154	93
1155	108
1156	94
1157	86
1158	111
1159	76
1160	93
1161	107
1162	102
1163	92
1164	110
1165	102
1166	111
1167	99
1168	99
1169	94
1170	89
1171	117
1172	65
1173	111
1174	133
1175	112
1176	71
1177	101
1178	115
1179	87
1180	92
1181	107
1182	111
1183	98
1184	120
1185	113
1186	98
1187	136
1188	106
1189	91
1190	58
1191	125
1192	92
1193	74
1194	114
1195	113
1196	115
1197	110
1198	91
1199	108
1200	102
1201	111
1202	115
1203	92
1204	118
1205	108
1206	75
1207	96
1208	74
1209	93
1210	109
1211	85
1212	86
1213	100
1214	73
1215	110
1216	100
1217	105
1218	86
1219	74
1220	103
1221	113
1222	109
1223	147
1224	135
1225	77
1226	104
1227	107
1228	103
1229	104
1230	132
1231	91
1232	104
1233	93
1234	56
1235	99
1236	120
1237	118
1238	122
1239	91
1240	127
1241	132
1242	91
1243	87
1244	109
1245	110
1246	95
1247	102
1248	76
1249	93
1250	70
1251	111
1252	83
1253	64
1254	114
1255	124
1256	117
1257	80
1258	88
1259	105
1260	123
1261	102
1262	68
1263	79
1264	104
1265	114
1266	105
1267	86
1268	91
1269	102
1270	93
1271	73
1272	79
1273	128
1274	94
1275	100
1276	101
1277	103
1278	108
1279	91
1280	105
1281	102
1282	98
1283	97
1284	102
1285	105
1286	89
1287	120
1288	101
1289	70
1290	90
1291	137
1292	94
1293	87
1294	107
1295	104
1296	82
1297	82
1298	115
1299	103
1300	103
1301	111
1302	106
1303	119
1304	124
1305	76
1306	98
1307	87
1308	103
1309	132
1310	97
1311	95
1312	98
1313	109
1314	115
1315	96
1316	115
1317	113
1318	114
1319	132
1320	89
1321	90
1322	117
1323	99
1324	95
1325	108
1326	88
1327	76
1328	107
1329	101
1330	74
1331	92
1332	114
1333	84
1334	100
1335	80
1336	118
1337	128
1338	177
1339	94
1340	129
1341	103
1342	105
1343	109
1344	107
1345	112
1346	94
1347	75
1348	92
1349	108
1350	84
1351	100
1352	89
1353	126
1354	106
1355	129
1356	100
1357	84
1358	92
1359	75
1360	117
1361	75
1362	96
1363	121
1364	109
1365	87
1366	82
1367	78
1368	99
1369	129
1370	103
1371	92
1372	91
1373	123
1374	78
1375	125
1376	94
1377	102
1378	78
1379	125
1380	84
1381	73
1382	156
1383	91
1384	90
1385	94
1386	94
1387	91
1388	108
1389	92
1390	99
1391	83
1392	76
1393	110
1394	89
1395	65
1396	84
1397	48
1398	128
1399	80
1400	109
1401	97
1402	133
1403	120
1404	83
1405	101
1406	113
1407	100
1408	113
1409	123
1410	59
1411	86
1412	49
1413	90
1414	116
1415	107
1416	87
1417	111
1418	108
1419	76
1420	90
1421	102
1422	94
1423	86
1424	99
1425	106
1426	99
1427	99
1428	93
1429	102
1430	95
1431	75
1432	115
1433	75
1434	91
1435	83
1436	51
1437	47
1438	94
1439	84
1440	85
1441	96
1442	106
1443	89
1444	91
1445	96
1446	103
1447	87
1448	89
1449	113
1450	83
1451	95
1452	93
1453	104
1454	117
1455	82
1456	91
1457	96
1458	90
1459	114
1460	105
1461	105
1462	84
1463	95
1464	113
1465	136
1466	104
1467	102
1468	75
1469	105
1470	97
1471	83
1472	96
1473	103
1474	23
1475	84
1476	105
1477	111
1478	86
1479	94
1480	118
1481	97
1482	131
1483	89
1484	77
1485	108
1486	114
1487	107
1488	120
1489	122
1490	74
1491	95
1492	115
1493	65
1494	100
1495	90
1496	116
1497	106
1498	56
1499	106
1500	83
1501	80
1502	92
1503	95
1504	97
1505	96
1506	115
1507	99
1508	100
1509	52
1510	94
1511	88
1512	98
1513	86
1514	98
1515	79
1516	86
1517	91
1518	137
1519	86
1520	113
1521	151
1522	96
1523	108
1524	85
1525	99
1526	94
1527	37
1528	52
1529	108
1530	120
1531	88
1532	0
1533	111
1534	75
1535	125
1536	101
1537	82
1538	95
1539	79
1540	103
1541	59
1542	118
1543	122
1544	75
1545	73
1546	100
1547	107
1548	104
1549	103
1550	86
1551	112
1552	147
1553	133
1554	97
1555	101
1556	73
1557	119
1558	111
1559	100
1560	90
1561	111
1562	110
1563	103
1564	91
1565	59
1566	86
1567	75
1568	112
1569	115
1570	91
1571	96
1572	107
1573	112
1574	76
1575	101
1576	110
1577	114
1578	117
1579	94
1580	107
1581	106
1582	163
1583	70
1584	111
1585	85
1586	109
1587	111
1588	99
1589	124
1590	101
1591	119
1592	85
1593	115
1594	119
1595	90
1596	115
1597	76
1598	91
1599	98
1600	110
1601	102
1602	92
1603	110
1604	54
1605	106
1606	125
1607	58
1608	88
1609	87
1610	92
1611	115
1612	92
1613	81
1614	89
1615	85
1616	99
1617	109
1618	94
1619	89
1620	67
1621	97
1622	84
1623	94
1624	74
1625	93
1626	110
1627	84
1628	79
1629	115
1630	96
1631	97
1632	81
1633	90
1634	99
1635	143
1636	74
1637	113
1638	119
1639	92
1640	94
1641	63
1642	72
1643	88
1644	91
1645	82
1646	97
1647	91
1648	96
1649	96
1650	83
1651	90
1652	76
1653	93
1654	113
1655	106
1656	128
1657	73
1658	88
1659	124
1660	71
1661	108
1662	111
1663	101
1664	68
1665	103
1666	107
1667	86
1668	92
1669	107
1670	131
1671	82
1672	92
1673	119
1674	115
1675	99
1676	86
1677	50
1678	117
1679	127
1680	92
1681	87
1682	103
1683	127
1684	105
1685	112
1686	97
1687	98
1688	113
1689	90
1690	105
1691	103
1692	73
1693	88
1694	87
1695	107
1696	102
1697	103
1698	82
1699	143
1700	82
1701	90
1702	82
1703	87
1704	82
1705	92
1706	90
1707	102
1708	104
1709	131
1710	83
1711	138
1712	86
1713	88
1714	89
1715	87
1716	113
1717	93
1718	80
1719	108
1720	88
1721	104
1722	106
1723	97
1724	101
1725	105
1726	119
1727	119
1728	99
1729	85
1730	77
1731	90
1732	101
1733	98
1734	87
1735	65
1736	106
1737	126
1738	110
1739	85
1740	69
1741	104
1742	120
1743	73
1744	60
1745	48
1746	89
1747	128
1748	100
1749	98
1750	83
1751	121
1752	122
1753	58
1754	97
1755	110
1756	107
1757	82
1758	83
1759	107
1760	92
1761	99
1762	98
1763	84
1764	82
1765	91
1766	86
1767	112
1768	93
1769	109
1770	80
1771	105
1772	120
1773	73
1774	94
1775	93
1776	92
1777	64
1778	103
1779	100
1780	85
1781	83
1782	140
1783	80
1784	93
1785	92
1786	96
1787	91
1788	104
1789	93
1790	104
1791	108
1792	115
1793	90
1794	101
1795	103
1796	49
1797	119
1798	97
1799	56
1800	83
1801	101
1802	73
1803	65
1804	61
1805	112
1806	113
1807	103
1808	133
1809	95
1810	102
1811	98
1812	76
1813	123
1814	90
1815	100
1816	88
1817	66
1818	127
1819	98
1820	74
1821	98
1822	90
1823	98
1824	110
1825	98
1826	103
1827	110
1828	93
1829	79
1830	105
1831	101
1832	103
1833	107
1834	112
1835	90
1836	70
1837	98
1838	84
1839	81
1840	86
1841	76
1842	113
1843	99
1844	111
1845	101
1846	122
1847	99
1848	97
1849	91
1850	97
1851	104
1852	132
1853	78
1854	89
1855	128
1856	130
1857	117
1858	109
1859	107
1860	60
1861	118
1862	101
1863	78
1864	118
1865	103
1866	86
1867	107
1868	64
1869	102
1870	107
1871	98
1872	102
1873	103
1874	87
1875	101
1876	90
1877	88
1878	97
1879	89
1880	118
1881	118
1882	81
1883	83
1884	94
1885	110
1886	74
1887	110
1888	83
1889	75
1890	102
1891	93
1892	92
1893	96
1894	86
